customer_id,total_orders,total_quantity,total_spend,avg_order_value,active_days,cluster
12346.0,1,74215,77183.6,77183.6,0,1
12347.0,7,2458,4310.0,23.681318681318682,365,0
12348.0,4,2341,1797.24,57.97548387096774,282,0
12349.0,1,631,1757.55,24.076027397260273,0,0
12350.0,1,197,334.40000000000003,19.67058823529412,0,0
12352.0,8,536,2506.04,29.482823529411764,260,0
12353.0,1,20,89.0,22.25,0,0
12354.0,1,530,1079.4,18.610344827586207,0,0
12355.0,1,240,459.40000000000003,35.338461538461544,0,0
12356.0,3,1591,2811.43,47.65135593220339,302,0
12357.0,1,2708,6207.67,47.38679389312977,0,0
12358.0,2,248,1168.06,61.47684210526315,149,0
12359.0,4,1609,6310.03,25.755224489795918,274,0
12360.0,3,1165,2662.06,20.63612403100775,148,0
12361.0,1,91,189.9,18.990000000000002,0,0
12362.0,10,2229,5226.2300000000005,19.64748120300752,292,0
12363.0,2,408,552.0,24.0,132,0
12364.0,4,1506,1313.1,15.448235294117646,104,0
12365.0,2,174,641.38,29.153636363636362,0,0
12367.0,1,173,168.9,15.354545454545455,0,0
12370.0,4,2352,3541.94,21.33698795180723,309,0
12371.0,2,591,1887.96,29.96761904761905,14,0
12372.0,3,794,1298.04,24.962307692307693,224,0
12373.0,1,197,364.6,26.042857142857144,0,0
12374.0,1,342,742.9300000000001,22.513030303030305,0,0
12375.0,2,178,457.5,26.91176470588235,87,0
12377.0,2,944,1628.1200000000001,21.144415584415587,39,0
12378.0,1,2529,4008.62,18.30420091324201,0,0
12379.0,2,407,852.24,21.306,88,0
12380.0,4,1127,2724.81,26.200096153846154,164,0
12381.0,5,808,1845.31,21.21045977011494,115,0
12383.0,5,1532,1850.56,18.69252525252525,167,0
12384.0,2,126,585.27,21.676666666666666,92,0
12386.0,2,354,401.9,40.19,29,0
12388.0,6,1462,2780.6600000000003,27.806600000000003,311,0
12390.0,1,353,549.84,17.1825,0,0
12391.0,1,293,439.66,4.72752688172043,0,0
12393.0,4,816,1582.6000000000001,24.728125000000002,260,0
12394.0,2,819,1272.48,47.12888888888889,153,0
12395.0,12,2118,3018.63,19.350192307692307,351,0
12397.0,2,1263,2409.9,19.126190476190477,99,0
12398.0,1,1394,1635.6599999999999,19.24305882352941,0,0
12399.0,4,1178,1108.65,18.790677966101697,142,0
12401.0,1,11,84.3,16.86,0,0
12402.0,1,94,225.60000000000002,20.50909090909091,0,0
12403.0,1,96,427.7,85.53999999999999,0,0
12405.0,1,857,1710.39,31.67388888888889,0,0
12406.0,2,1818,3415.3,32.52666666666667,161,0
12407.0,5,1416,1708.12,22.18337662337662,214,0
12408.0,5,1409,2888.55,27.51,227,0
12409.0,3,5551,11072.67,101.58412844036697,103,0
12410.0,2,211,693.33,26.66653846153846,0,0
12412.0,3,829,1226.88,20.112786885245903,94,0
12413.0,3,286,758.1,19.95,270,0
12414.0,3,300,562.4100000000001,31.245000000000005,93,0
12415.0,21,77374,124914.53,174.95032212885152,313,0
12417.0,9,1552,3649.1,19.005729166666665,354,0
12418.0,1,407,668.58,19.664117647058823,0,0
12420.0,1,345,600.39,20.70310344827586,0,0
12421.0,4,484,807.04,17.93422222222222,303,0
12422.0,3,370,803.5600000000001,20.604102564102565,229,0
12423.0,8,1339,1859.31,14.87448,352,0
12424.0,2,740,1760.96,58.69866666666667,0,0
12425.0,1,496,777.2,21.58888888888889,0,0
12426.0,1,258,582.73,19.424333333333333,0,0
12427.0,3,533,825.8000000000001,26.638709677419357,349,0
12428.0,9,3536,7956.46,27.062789115646257,257,0
12429.0,4,1557,3750.4,38.66391752577319,356,0
12430.0,1,117,256.4,23.30909090909091,0,0
12431.0,15,2896,6419.95,27.43568376068376,338,0
12432.0,5,1801,5059.32,46.845555555555556,129,0
12433.0,7,11071,13375.87,31.847309523809525,372,0
12434.0,2,394,806.14,16.122799999999998,175,0
12435.0,2,2055,7829.89,217.49694444444447,188,0
12436.0,1,211,509.01,31.813125,0,0
12437.0,18,2922,4951.41,24.88145728643216,329,0
12438.0,2,1180,2906.85,29.66173469387755,125,0
12441.0,1,121,173.55,15.77727272727273,0,0
12442.0,1,182,172.06,14.338333333333333,0,0
12444.0,5,1153,5005.46,28.440113636363638,149,0
12445.0,1,62,133.4,33.35,0,0
12446.0,1,351,1002.3100000000001,17.584385964912283,0,0
12447.0,1,190,476.49,18.326538461538462,0,0
12448.0,1,243,449.45,20.429545454545455,0,0
12449.0,4,1553,4067.29,21.294712041884818,164,0
12450.0,2,128,197.88,24.735,17,0
12451.0,5,6575,9035.52,25.524067796610172,313,0
12452.0,2,185,430.57000000000005,19.57136363636364,0,0
12453.0,1,473,707.09,16.443953488372095,0,0
12454.0,1,1006,3528.34,235.22266666666667,0,0
12455.0,6,2089,2466.86,27.409555555555556,223,0
12456.0,3,1633,3181.04,25.44832,210,0
12457.0,7,843,2363.23,38.11661290322581,172,0
12458.0,2,506,947.4,24.931578947368422,213,0
12461.0,2,287,826.88,23.62514285714286,60,0
12462.0,2,536,1189.59,19.186935483870965,284,0
12463.0,4,776,1344.78,16.202168674698793,188,0
12464.0,8,112,1212.05,41.79482758620689,299,0
12465.0,2,479,742.19,15.791276595744682,152,0
12468.0,2,366,729.54,19.198421052631577,128,0
12471.0,30,8200,19788.65,43.11252723311547,362,0
12472.0,7,4148,6572.11,19.386755162241887,336,0
12473.0,5,2414,3928.05,23.521257485029942,162,0
12474.0,18,4833,7324.09,17.355663507109004,312,0
12475.0,1,535,723.38,20.093888888888888,0,0
12476.0,11,2408,6816.42,29.255021459227468,345,0
12477.0,6,3653,13219.74,44.065799999999996,278,0
12478.0,1,236,680.99,18.91638888888889,0,0
12479.0,1,385,527.2,17.006451612903227,0,0
12480.0,4,1707,3281.63,21.309285714285714,307,0
12481.0,10,3294,5579.82,25.8325,342,0
12483.0,8,1110,2484.98,33.133066666666664,322,0
12484.0,6,2187,4527.32,13.199183673469387,303,0
12488.0,3,529,1298.66,23.612000000000002,65,0
12489.0,1,105,334.93,22.328666666666667,0,0
12490.0,10,3064,5417.93,22.114,324,0
12491.0,1,260,460.40000000000003,17.70769230769231,0,0
12492.0,2,192,263.21000000000004,13.160500000000003,42,0
12493.0,2,207,433.74,19.715454545454545,31,0
12494.0,7,707,1246.1,16.18311688311688,349,0
12497.0,1,1236,1043.1,74.50714285714285,0,0
12498.0,3,159,403.70000000000005,17.55217391304348,36,0
12500.0,11,2678,4257.82,69.80032786885245,310,0
12501.0,1,1783,2169.39,14.559664429530201,0,0
12502.0,5,820,3723.87,25.332448979591835,214,0
12504.0,2,90,482.04999999999995,53.5611111111111,12,0
12506.0,1,23,73.5,3.1956521739130435,0,0
12507.0,3,894,1304.81,62.13380952380952,164,0
12508.0,2,271,397.88,5.851176470588236,2,0
12509.0,1,55,176.5,25.214285714285715,0,0
12510.0,2,353,982.5699999999999,29.774848484848484,182,0
12512.0,2,96,132.18,4.263870967741935,0,0
12513.0,1,462,612.29,17.494,0,0
12514.0,1,440,1017.6800000000001,19.95450980392157,0,0
12515.0,1,131,383.7,23.98125,0,0
12516.0,2,875,1312.06,50.46384615384615,102,0
12517.0,5,1361,2481.6,8.894623655913978,161,0
12518.0,5,1318,2056.89,16.58782258064516,109,0
12519.0,1,175,330.84000000000003,19.46117647058824,0,0
12520.0,5,1439,2634.26,17.330657894736845,194,0
12521.0,1,309,599.68,15.781052631578946,0,0
12522.0,2,194,192.72,16.06,12,0
12523.0,11,865,1789.77,16.884622641509434,312,0
12524.0,8,3699,4485.72,31.150833333333335,324,0
12526.0,3,632,1316.66,18.54450704225352,93,0
12527.0,3,234,348.71000000000004,19.37277777777778,243,0
12528.0,6,756,1933.48,21.01608695652174,303,0
12530.0,4,913,1662.28,25.186060606060607,277,0
12531.0,1,45,125.22,7.365882352941177,0,0
12532.0,1,153,349.83000000000004,21.864375000000003,0,0
12534.0,1,651,1089.18,17.28857142857143,0,0
12535.0,2,219,716.35,21.069117647058825,94,0
